GEBR id 'Default kasgebruik data' PDIN 1 0 pdin TBLE
'1952/03/19;00:00:00'  20.99   <
'1952/03/20;00:00:00'  13.21   <
'1952/03/21;00:00:00'  24.91   <
'1952/03/22;00:00:00'  17.45   <
'1952/03/23;00:00:00'  21.95   <
'1952/03/24;00:00:00'  14.25   <
'1952/03/25;00:00:00'  14.25   <
'1952/03/26;00:00:00'  15.24   <
'1952/03/27;00:00:00'  28.97   <
'1952/03/28;00:00:00'  22.22   <
'1952/03/29;00:00:00'  14.25   <
'1952/03/30;00:00:00'  14.25   <
'1952/03/31;00:00:00'  14.25   <
'1952/04/01;00:00:00'  30.76   <
'1952/04/02;00:00:00'  28.83   <
'1952/04/03;00:00:00'  28.92   <
'1952/04/04;00:00:00'  22.10   <
'1952/04/05;00:00:00'  32.94   <
'1952/04/06;00:00:00'  27.38   <
'1952/04/07;00:00:00'  17.79   <
'1952/04/08;00:00:00'  18.39   <
'1952/04/09;00:00:00'  29.93   <
'1952/04/10;00:00:00'  31.36   <
'1952/04/11;00:00:00'  36.23   <
'1952/04/12;00:00:00'  18.71   <
'1952/04/13;00:00:00'  28.53   <
'1952/04/14;00:00:00'  37.76   <
'1952/04/15;00:00:00'  37.67   <
'1952/04/16;00:00:00'  35.97   <
'1952/04/17;00:00:00'  38.45   <
'1952/04/18;00:00:00'  38.68   <
'1952/04/19;00:00:00'  37.47   <
'1952/04/20;00:00:00'  22.35   <
'1952/04/21;00:00:00'  20.42   <
'1952/04/22;00:00:00'  28.65   <
'1952/04/23;00:00:00'  34.93   <
'1952/04/24;00:00:00'  40.81   <
'1952/04/25;00:00:00'  38.69   <
'1952/04/26;00:00:00'  31.02   <
'1952/04/27;00:00:00'  20.40   <
'1952/04/28;00:00:00'  25.74   <
'1952/04/29;00:00:00'  36.20   <
'1952/04/30;00:00:00'  41.10   <
'1952/05/01;00:00:00'  38.18   <
'1952/05/02;00:00:00'  42.35   <
'1952/05/03;00:00:00'  33.62   <
'1952/05/04;00:00:00'  24.97   <
'1952/05/05;00:00:00'  28.34   <
'1952/05/06;00:00:00'  43.00   <
'1952/05/07;00:00:00'  40.93   <
'1952/05/08;00:00:00'  47.16   <
'1952/05/09;00:00:00'  27.82   <
'1952/05/10;00:00:00'  41.30   <
'1952/05/11;00:00:00'  38.40   <
'1952/05/12;00:00:00'  30.06   <
'1952/05/13;00:00:00'  40.34   <
'1952/05/14;00:00:00'  45.21   <
'1952/05/15;00:00:00'  27.31   <
'1952/05/16;00:00:00'  45.05   <
'1952/05/17;00:00:00'  39.28   <
'1952/05/18;00:00:00'  42.67   <
'1952/05/19;00:00:00'  46.65   <
'1952/05/20;00:00:00'  51.02   <
'1952/05/21;00:00:00'  47.60   <
'1952/05/22;00:00:00'  42.47   <
'1952/05/23;00:00:00'  28.96   <
'1952/05/24;00:00:00'  28.94   <
'1952/05/25;00:00:00'  23.49   <
'1952/05/26;00:00:00'  28.49   <
